ID,SourceCurrency,DestinationCurrency,SourceAmount
7340,EUR,INR,2319338
7341,USD,EUR,2319653.85
7342,EUR,AUD,2319969.7
7343,EUR,AUD,2320285.55
7344,EUR,INR,2320601.4
7345,USD,EUR,2320917.25
7346,EUR,AUD,2321233.1
7347,EUR,AUD,2321548.95
7348,EUR,INR,2321864.8
7349,USD,EUR,2322180.65
7350,EUR,AUD,2322496.5
7351,EUR,AUD,2322812.35
7352,EUR,INR,2323128.2
7353,USD,EUR,2323444.05
7354,EUR,AUD,2323759.9
7355,EUR,AUD,2324075.75
7356,EUR,INR,2324391.6
7357,USD,EUR,2324707.45
7358,EUR,AUD,2325023.3
7359,EUR,AUD,2325339.15
7360,EUR,INR,2325655
7361,USD,EUR,2325970.85
7362,EUR,AUD,2326286.7
7363,EUR,AUD,2326602.55
7364,EUR,INR,2326918.4
7365,USD,EUR,2327234.25
7366,EUR,AUD,2327550.1
7367,EUR,AUD,2327865.95
7368,EUR,INR,2328181.8
7369,USD,EUR,2328497.65
7370,EUR,AUD,2328813.5
7371,EUR,AUD,2329129.35
7372,EUR,INR,2329445.2
7373,USD,EUR,2329761.05
7374,EUR,AUD,2330076.9
7375,EUR,AUD,2330392.75
7376,EUR,INR,2330708.6
7377,USD,EUR,2331024.45
7378,EUR,AUD,2331340.3
7379,EUR,AUD,2331656.15
7380,EUR,INR,2331972
7381,USD,EUR,2332287.85
7382,EUR,AUD,2332603.7
7383,EUR,AUD,2332919.55
7384,EUR,INR,2333235.4
7385,USD,EUR,2333551.25
7386,EUR,AUD,2333867.1
7387,EUR,AUD,2334182.95
7388,EUR,INR,2334498.8
7389,USD,EUR,2334814.65
7390,EUR,AUD,2335130.5
7391,EUR,AUD,2335446.35
7392,EUR,INR,2335762.2
7393,USD,EUR,2336078.05
7394,EUR,AUD,2336393.9
7395,EUR,AUD,2336709.75
7396,EUR,INR,2337025.6
7397,USD,EUR,2337341.45
7398,EUR,AUD,2337657.3
7399,EUR,AUD,2337973.15
7400,EUR,INR,2338289
7401,USD,EUR,2338604.85
7402,EUR,AUD,2338920.7
7403,EUR,AUD,2339236.55
7404,EUR,INR,2339552.4
7405,USD,EUR,2339868.25
7406,EUR,AUD,2340184.1
7407,EUR,AUD,2340499.95
7408,EUR,INR,2340815.8
7409,USD,EUR,2341131.65
7410,EUR,AUD,2341447.5
7411,EUR,AUD,2341763.35
7412,EUR,INR,2342079.2
7413,USD,EUR,2342395.05
7414,EUR,AUD,2342710.9
7415,EUR,AUD,2343026.75
7416,EUR,INR,2343342.6
7417,USD,EUR,2343658.45
7418,EUR,AUD,2343974.3
7419,EUR,AUD,2344290.15
7420,EUR,INR,2344606
7421,USD,EUR,2344921.85
7422,EUR,AUD,2345237.7
7423,EUR,AUD,2345553.55
7424,EUR,INR,2345869.4
7425,USD,EUR,2346185.25
7426,EUR,AUD,2346501.1
7427,EUR,AUD,2346816.95
7428,EUR,INR,2347132.8
7429,USD,EUR,2347448.65
7430,EUR,AUD,2347764.5
7431,EUR,AUD,2348080.35
7432,EUR,INR,2348396.2
7433,USD,EUR,2348712.05
7434,EUR,AUD,2349027.9
7435,EUR,AUD,2349343.75
7436,EUR,INR,2349659.6
7437,USD,EUR,2349975.45
7438,EUR,AUD,2350291.3
7439,EUR,AUD,2350607.15
7440,EUR,INR,2350923
7441,USD,EUR,2351238.85
7442,EUR,AUD,2351554.7
7443,EUR,AUD,2351870.55
7444,EUR,INR,2352186.4
7445,USD,EUR,2352502.25
7446,EUR,AUD,2352818.1
7447,EUR,AUD,2353133.95
7448,EUR,INR,2353449.8
7449,USD,EUR,2353765.65
7450,EUR,AUD,2354081.5
7451,EUR,AUD,2354397.35
7452,EUR,INR,2354713.2
7453,USD,EUR,2355029.05
7454,EUR,AUD,2355344.9
7455,EUR,AUD,2355660.75
7456,EUR,INR,2355976.6
7457,USD,EUR,2356292.45
7458,EUR,AUD,2356608.3
7459,EUR,AUD,2356924.15
7460,EUR,INR,2357240
7461,USD,EUR,2357555.85
7462,EUR,AUD,2357871.7
7463,EUR,AUD,2358187.55
7464,EUR,INR,2358503.4
7465,USD,EUR,2358819.25
7466,EUR,AUD,2359135.1
7467,EUR,AUD,2359450.95
7468,EUR,INR,2359766.8
7469,USD,EUR,2360082.65
7470,EUR,AUD,2360398.5
7471,EUR,AUD,2360714.35
7472,EUR,INR,2361030.2
7473,USD,EUR,2361346.05
7474,EUR,AUD,2361661.9
7475,EUR,AUD,2361977.75
7476,EUR,INR,2362293.6
7477,USD,EUR,2362609.45
7478,EUR,AUD,2362925.3
7479,EUR,AUD,2363241.15
7480,EUR,INR,2363557
7481,USD,EUR,2363872.85
7482,EUR,AUD,2364188.7
7483,EUR,AUD,2364504.55
7484,EUR,INR,2364820.4
7485,USD,EUR,2365136.25
7486,EUR,AUD,2365452.1
7487,EUR,AUD,2365767.95
7488,EUR,INR,2366083.8
7489,USD,EUR,2366399.65
7490,EUR,AUD,2366715.5
7491,EUR,AUD,2367031.35
7492,EUR,INR,2367347.2
7493,USD,EUR,2367663.05
7494,EUR,AUD,2367978.9
7495,EUR,AUD,2368294.75
7496,EUR,INR,2368610.6
7497,USD,EUR,2368926.45
7498,EUR,AUD,2369242.3
7499,EUR,AUD,2369558.15
7500,EUR,INR,2369874
7501,USD,EUR,2370189.85
7502,EUR,AUD,2370505.7
7503,EUR,AUD,2370821.55
7504,EUR,INR,2371137.4
7505,USD,EUR,2371453.25
7506,EUR,AUD,2371769.1
7507,EUR,AUD,2372084.95
7508,EUR,INR,2372400.8
7509,USD,EUR,2372716.65
7510,EUR,AUD,2373032.5
7511,EUR,AUD,2373348.35
7512,EUR,INR,2373664.2
7513,USD,EUR,2373980.05
7514,EUR,AUD,2374295.9
7515,EUR,AUD,2374611.75
7516,EUR,INR,2374927.6
7517,USD,EUR,2375243.45
7518,EUR,AUD,2375559.3
7519,EUR,AUD,2375875.15
7520,EUR,INR,2376191
7521,USD,EUR,2376506.85
7522,EUR,AUD,2376822.7
7523,EUR,AUD,2377138.55
7524,EUR,INR,2377454.4
7525,USD,EUR,2377770.25
7526,EUR,AUD,2378086.1
7527,EUR,AUD,2378401.95
7528,EUR,INR,2378717.8
7529,USD,EUR,2379033.65
7530,EUR,AUD,2379349.5
7531,EUR,AUD,2379665.35
7532,EUR,INR,2379981.2
7533,USD,EUR,2380297.05
7534,EUR,AUD,2380612.9
7535,EUR,AUD,2380928.75
7536,EUR,INR,2381244.6
7537,USD,EUR,2381560.45
7538,EUR,AUD,2381876.3
7539,EUR,AUD,2382192.15
7540,EUR,INR,2382508
7541,USD,EUR,2382823.85
7542,EUR,AUD,2383139.7
7543,EUR,AUD,2383455.55
7544,EUR,INR,2383771.4
7545,USD,EUR,2384087.25
7546,EUR,AUD,2384403.1
7547,EUR,AUD,2384718.95
7548,EUR,INR,2385034.8
7549,USD,EUR,2385350.65
7550,EUR,AUD,2385666.5
7551,EUR,AUD,2385982.35
7552,EUR,INR,2386298.2
7553,USD,EUR,2386614.05
7554,EUR,AUD,2386929.9
7555,EUR,AUD,2387245.75
7556,EUR,INR,2387561.6
7557,USD,EUR,2387877.45
7558,EUR,AUD,2388193.3
7559,EUR,AUD,2388509.15
7560,EUR,INR,2388825
7561,USD,EUR,2389140.85
7562,EUR,AUD,2389456.7
7563,EUR,AUD,2389772.55
7564,EUR,INR,2390088.4
7565,USD,EUR,2390404.25
7566,EUR,AUD,2390720.1
7567,EUR,AUD,2391035.95
7568,EUR,INR,2391351.8
7569,USD,EUR,2391667.65
7570,EUR,AUD,2391983.5
7571,EUR,AUD,2392299.35
7572,EUR,INR,2392615.2
7573,USD,EUR,2392931.05
7574,EUR,AUD,2393246.9
7575,EUR,AUD,2393562.75
7576,EUR,INR,2393878.6
7577,USD,EUR,2394194.45
7578,EUR,AUD,2394510.3
7579,EUR,AUD,2394826.15
7580,EUR,INR,2395142
7581,USD,EUR,2395457.85
7582,EUR,AUD,2395773.7
7583,EUR,AUD,2396089.55
7584,EUR,INR,2396405.4
7585,USD,EUR,2396721.25
7586,EUR,AUD,2397037.1
7587,EUR,AUD,2397352.95
7588,EUR,INR,2397668.8
7589,USD,EUR,2397984.65
7590,EUR,AUD,2398300.5
7591,EUR,AUD,2398616.35
7592,EUR,INR,2398932.2
7593,USD,EUR,2399248.05
7594,EUR,AUD,2399563.9
7595,EUR,AUD,2399879.75
7596,EUR,INR,2400195.6
7597,USD,EUR,2400511.45
7598,EUR,AUD,2400827.3
7599,EUR,AUD,2401143.15
7600,EUR,INR,2401459
7601,USD,EUR,2401774.85
7602,EUR,AUD,2402090.7
7603,EUR,AUD,2402406.55
7604,EUR,INR,2402722.4
7605,USD,EUR,2403038.25
7606,EUR,AUD,2403354.1
7607,EUR,AUD,2403669.95
7608,EUR,INR,2403985.8
7609,USD,EUR,2404301.65
7610,EUR,AUD,2404617.5
7611,EUR,AUD,2404933.35
7612,EUR,INR,2405249.2
7613,USD,EUR,2405565.05
7614,EUR,AUD,2405880.9
7615,EUR,AUD,2406196.75
7616,EUR,INR,2406512.6
7617,USD,EUR,2406828.45
7618,EUR,AUD,2407144.3
7619,EUR,AUD,2407460.15
7620,EUR,INR,2407776
7621,USD,EUR,2408091.85
7622,EUR,AUD,2408407.7
7623,EUR,AUD,2408723.55
7624,EUR,INR,2409039.4
7625,USD,EUR,2409355.25
7626,EUR,AUD,2409671.1
7627,EUR,AUD,2409986.95
7628,EUR,INR,2410302.8
7629,USD,EUR,2410618.65
7630,EUR,AUD,2410934.5
7631,EUR,AUD,2411250.35
7632,EUR,INR,2411566.2
7633,USD,EUR,2411882.05
7634,EUR,AUD,2412197.9
7635,EUR,AUD,2412513.75
7636,EUR,INR,2412829.6
7637,USD,EUR,2413145.45
7638,EUR,AUD,2413461.3
7639,EUR,AUD,2413777.15
7640,EUR,INR,2414093
7641,USD,EUR,2414408.85
7642,EUR,AUD,2414724.7
7643,EUR,AUD,2415040.55
7644,EUR,INR,2415356.4
7645,USD,EUR,2415672.25
7646,USD,EUR,2415988.1
7647,EUR,AUD,2416303.95
7648,EUR,AUD,2416619.8
7649,EUR,INR,2416935.65
7650,USD,EUR,2417251.5
7651,EUR,AUD,2417567.35
7652,EUR,AUD,2417883.2
7653,EUR,INR,2418199.05
7654,USD,EUR,2418514.9
7655,EUR,AUD,2418830.75
7656,EUR,AUD,2419146.6
7657,EUR,INR,2419462.45
7658,USD,EUR,2419778.3
7659,EUR,AUD,2420094.15
7660,EUR,AUD,2420410
7661,EUR,INR,2420725.85
7662,USD,EUR,2421041.7
7663,EUR,AUD,2421357.55
7664,EUR,AUD,2421673.4
7665,EUR,INR,2421989.25
7666,USD,EUR,2422305.1
7667,EUR,AUD,2422620.95
7668,EUR,AUD,2422936.8
7669,EUR,INR,2423252.65
7670,USD,EUR,2423568.5
7671,EUR,AUD,2423884.35
7672,EUR,AUD,2424200.2
7673,EUR,INR,2424516.05
7674,USD,EUR,2424831.9
7675,EUR,AUD,2425147.75
7676,EUR,AUD,2425463.6
7677,EUR,INR,2425779.45
7678,USD,EUR,2426095.3
7679,EUR,AUD,2426411.15
7680,EUR,AUD,2426727
7681,EUR,INR,2427042.85
7682,USD,EUR,2427358.7
7683,EUR,AUD,2427674.55
7684,EUR,AUD,2427990.4
7685,EUR,INR,2428306.25
7686,USD,EUR,2428622.1
7687,EUR,AUD,2428937.95
7688,EUR,AUD,2429253.8
7689,EUR,INR,2429569.65
7690,USD,EUR,2429885.5
7691,EUR,AUD,2430201.35
7692,EUR,AUD,2430517.2
7693,EUR,INR,2430833.05
7694,USD,EUR,2431148.9
7695,EUR,AUD,2431464.75
7696,EUR,AUD,2431780.6
7697,EUR,INR,2432096.45
7698,USD,EUR,2432412.3
7699,EUR,AUD,2432728.15
7700,EUR,AUD,2433044
7701,EUR,INR,2433359.85
7702,USD,EUR,2433675.7
7703,EUR,AUD,2433991.55
7704,EUR,AUD,2434307.4
7705,EUR,INR,2434623.25
7706,USD,EUR,2434939.1
7707,EUR,AUD,2435254.95
7708,EUR,AUD,2435570.8
7709,EUR,INR,2435886.65
7710,USD,EUR,2436202.5
7711,EUR,AUD,2436518.35
7712,EUR,AUD,2436834.2
7713,EUR,INR,2437150.05
7714,USD,EUR,2437465.9
7715,EUR,AUD,2437781.75
7716,EUR,AUD,2438097.6
7717,EUR,INR,2438413.45
7718,USD,EUR,2438729.3
7719,EUR,AUD,2439045.15
7720,EUR,AUD,2439361
7721,EUR,INR,2439676.85
7722,USD,EUR,2439992.7
7723,EUR,AUD,2440308.55
7724,EUR,AUD,2440624.4
7725,EUR,INR,2440940.25
7726,USD,EUR,2441256.1
7727,EUR,AUD,2441571.95
7728,EUR,AUD,2441887.8
7729,EUR,INR,2442203.65
7730,USD,EUR,2442519.5
7731,EUR,AUD,2442835.35
7732,EUR,AUD,2443151.2
7733,EUR,INR,2443467.05
7734,USD,EUR,2443782.9
7735,EUR,AUD,2444098.75
7736,EUR,AUD,2444414.6
7737,EUR,INR,2444730.45
7738,USD,EUR,2445046.3
7739,EUR,AUD,2445362.15
7740,EUR,AUD,2445678
7741,EUR,INR,2445993.85
7742,USD,EUR,2446309.7
7743,EUR,AUD,2446625.55
7744,EUR,AUD,2446941.4
7745,EUR,INR,2447257.25
7746,USD,EUR,2447573.1
7747,EUR,AUD,2447888.95
7748,EUR,AUD,2448204.8
7749,EUR,INR,2448520.65
7750,USD,EUR,2448836.5
7751,EUR,AUD,2449152.35
7752,EUR,AUD,2449468.2
7753,EUR,INR,2449784.05
7754,USD,EUR,2450099.9
7755,EUR,AUD,2450415.75
7756,EUR,AUD,2450731.6
7757,EUR,INR,2451047.45
7758,USD,EUR,2451363.3
7759,EUR,AUD,2451679.15
7760,EUR,AUD,2451995
7761,EUR,INR,2452310.85
7762,USD,EUR,2452626.7
7763,EUR,AUD,2452942.55
7764,EUR,AUD,2453258.4
7765,EUR,INR,2453574.25
7766,USD,EUR,2453890.1
7767,EUR,AUD,2454205.95
7768,EUR,AUD,2454521.8
7769,EUR,INR,2454837.65
7770,USD,EUR,2455153.5
7771,EUR,AUD,2455469.35
7772,EUR,AUD,2455785.2
7773,EUR,INR,2456101.05
7774,USD,EUR,2456416.9
7775,EUR,AUD,2456732.75
7776,EUR,AUD,2457048.6
7777,EUR,INR,2457364.45
7778,USD,EUR,2457680.3
7779,EUR,AUD,2457996.15
7780,EUR,AUD,2458312
7781,EUR,INR,2458627.85
7782,USD,EUR,2458943.7
7783,EUR,AUD,2459259.55
7784,EUR,AUD,2459575.4
7785,EUR,INR,2459891.25
7786,USD,EUR,2460207.1
7787,EUR,AUD,2460522.95
7788,EUR,AUD,2460838.8
7789,EUR,INR,2461154.65
7790,USD,EUR,2461470.5
7791,EUR,AUD,2461786.35
7792,EUR,AUD,2462102.2
7793,EUR,INR,2462418.05
7794,USD,EUR,2462733.9
7795,EUR,AUD,2463049.75
7796,EUR,AUD,2463365.6
7797,EUR,INR,2463681.45
7798,USD,EUR,2463997.3
7799,EUR,AUD,2464313.15
7800,EUR,AUD,2464629
7801,EUR,INR,2464944.85
7802,USD,EUR,2465260.7
7803,EUR,AUD,2465576.55
7804,EUR,AUD,2465892.4
7805,EUR,INR,2466208.25
7806,USD,EUR,2466524.1
7807,EUR,AUD,2466839.95
7808,EUR,AUD,2467155.8
7809,EUR,INR,2467471.65
7810,USD,EUR,2467787.5
7811,EUR,AUD,2468103.35
7812,EUR,AUD,2468419.2
7813,EUR,INR,2468735.05
7814,USD,EUR,2469050.9
7815,EUR,AUD,2469366.75
7816,EUR,AUD,2469682.6
7817,EUR,INR,2469998.45
7818,USD,EUR,2470314.3
7819,EUR,AUD,2470630.15
7820,EUR,AUD,2470946
7821,EUR,INR,2471261.85
7822,USD,EUR,2471577.7
7823,EUR,AUD,2471893.55
7824,EUR,AUD,2472209.4
7825,EUR,INR,2472525.25
7826,USD,EUR,2472841.1
7827,EUR,AUD,2473156.95
7828,EUR,AUD,2473472.8
7829,EUR,INR,2473788.65
7830,USD,EUR,2474104.5
7831,EUR,AUD,2474420.35
7832,EUR,AUD,2474736.2
7833,EUR,INR,2475052.05
7834,USD,EUR,2475367.9
7835,EUR,AUD,2475683.75
7836,EUR,AUD,2475999.6
7837,EUR,INR,2476315.45
7838,USD,EUR,2476631.3
7839,EUR,AUD,2476947.15
7840,EUR,AUD,2477263
7841,EUR,INR,2477578.85
7842,USD,EUR,2477894.7
7843,EUR,AUD,2478210.55
7844,EUR,AUD,2478526.4
7845,EUR,INR,2478842.25
7846,USD,EUR,2479158.1
7847,EUR,AUD,2479473.95
7848,EUR,AUD,2479789.8
7849,EUR,INR,2480105.65
7850,USD,EUR,2480421.5
7851,EUR,AUD,2480737.35
7852,EUR,AUD,2481053.2
7853,EUR,INR,2481369.05
7854,USD,EUR,2481684.9
7855,EUR,AUD,2482000.75
7856,EUR,AUD,2482316.6
7857,EUR,INR,2482632.45
7858,USD,EUR,2482948.3
7859,EUR,AUD,2483264.15
7860,EUR,AUD,2483580
7861,EUR,INR,2483895.85
7862,USD,EUR,2484211.7
7863,EUR,AUD,2484527.55
7864,EUR,AUD,2484843.4
7865,EUR,INR,2485159.25
7866,USD,EUR,2485475.1
7867,EUR,AUD,2485790.95
7868,EUR,AUD,2486106.8
7869,EUR,INR,2486422.65
7870,USD,EUR,2486738.5
7871,EUR,AUD,2487054.35
7872,EUR,AUD,2487370.2
7873,EUR,INR,2487686.05
7874,USD,EUR,2488001.9
7875,EUR,AUD,2488317.75
7876,EUR,AUD,2488633.6
7877,EUR,INR,2488949.45
7878,USD,EUR,2489265.3
7879,EUR,AUD,2489581.15
7880,EUR,AUD,2489897
7881,EUR,INR,2490212.85
7882,USD,EUR,2490528.7
7883,EUR,AUD,2490844.55
7884,EUR,AUD,2491160.4
7885,EUR,INR,2491476.25
7886,USD,EUR,2491792.1
7887,EUR,AUD,2492107.95
7888,EUR,AUD,2492423.8
7889,EUR,INR,2492739.65
7890,USD,EUR,2493055.5
7891,EUR,AUD,2493371.35
7892,EUR,AUD,2493687.2
7893,EUR,INR,2494003.05
7894,USD,EUR,2494318.9
7895,EUR,AUD,2494634.75
7896,EUR,AUD,2494950.6
7897,EUR,INR,2495266.45
7898,USD,EUR,2495582.3
7899,EUR,AUD,2495898.15
7900,EUR,AUD,2496214
7901,EUR,INR,2496529.85
7902,USD,EUR,2496845.7
7903,EUR,AUD,2497161.55
7904,EUR,AUD,2497477.4
7905,EUR,INR,2497793.25
7906,USD,EUR,2498109.1
7907,EUR,AUD,2498424.95
7908,EUR,AUD,2498740.8
7909,EUR,INR,2499056.65
7910,USD,EUR,2499372.5
7911,EUR,AUD,2499688.35
7912,EUR,AUD,2500004.2
7913,EUR,INR,2500320.05
7914,USD,EUR,2500635.9
7915,EUR,AUD,2500951.75
7916,EUR,AUD,2501267.6
7917,EUR,INR,2501583.45
7918,USD,EUR,2501899.3
7919,EUR,AUD,2502215.15
7920,EUR,AUD,2502531
7921,EUR,INR,2502846.85
7922,USD,EUR,2503162.7
7923,EUR,AUD,2503478.55
7924,EUR,AUD,2503794.4
7925,EUR,INR,2504110.25
7926,USD,EUR,2504426.1
7927,EUR,AUD,2504741.95
7928,EUR,AUD,2505057.8
7929,EUR,INR,2505373.65
7930,USD,EUR,2505689.5
7931,EUR,AUD,2506005.35
7932,EUR,AUD,2506321.2
7933,EUR,INR,2506637.05
7934,USD,EUR,2506952.9
7935,EUR,AUD,2507268.75
7936,EUR,AUD,2507584.6
7937,EUR,INR,2507900.45
7938,USD,EUR,2508216.3
7939,EUR,AUD,2508532.15
7940,EUR,AUD,2508848
7941,EUR,INR,2509163.85
7942,USD,EUR,2509479.7
7943,EUR,AUD,2509795.55
7944,EUR,AUD,2510111.4
7945,EUR,INR,2510427.25
7946,USD,EUR,2510743.1
7947,EUR,AUD,2511058.95
7948,EUR,AUD,2511374.8
7949,EUR,INR,2511690.65
7950,USD,EUR,2512006.5
7951,EUR,AUD,2512322.35
7952,EUR,AUD,2512638.2
7953,EUR,INR,2512954.05
7954,USD,EUR,2513269.9
7955,EUR,AUD,2513585.75
7956,EUR,AUD,2513901.6
7957,EUR,INR,2514217.45
7958,USD,EUR,2514533.3
7959,EUR,AUD,2514849.15
7960,EUR,AUD,2515165
7961,EUR,INR,2515480.85
7962,USD,EUR,2515796.7
7963,EUR,AUD,2516112.55
7964,EUR,AUD,2516428.4
7965,EUR,INR,2516744.25
7966,USD,EUR,2517060.1
7967,EUR,AUD,2517375.95
7968,EUR,AUD,2517691.8
7969,EUR,INR,2518007.65
7970,USD,EUR,2518323.5
7971,EUR,AUD,2518639.35
7972,EUR,AUD,2518955.2
7973,EUR,INR,2519271.05
7974,USD,EUR,2519586.9
7975,EUR,AUD,2519902.75
7976,EUR,AUD,2520218.6
7977,EUR,INR,2520534.45
7978,USD,EUR,2520850.3
7979,EUR,AUD,2521166.15
7980,EUR,AUD,2521482
7981,EUR,INR,2521797.85
7982,USD,EUR,2522113.7
7983,EUR,AUD,2522429.55
7984,EUR,AUD,2522745.4
7985,EUR,INR,2523061.25
7986,USD,EUR,2523377.1
7987,EUR,AUD,2523692.95
7988,EUR,AUD,2524008.8
7989,EUR,INR,2524324.65
7990,USD,EUR,2524640.5
7991,EUR,AUD,2524956.35
7992,EUR,AUD,2525272.2
7993,EUR,INR,2525588.05
7994,USD,EUR,2525903.9
7995,EUR,AUD,2526219.75
7996,EUR,AUD,2526535.6
7997,EUR,INR,2526851.45
7998,USD,EUR,2527167.3
7999,EUR,AUD,2527483.15
8000,EUR,AUD,2527799
8001,EUR,INR,2528114.85
8002,USD,EUR,2528430.7
8003,EUR,AUD,2528746.55
8004,EUR,AUD,2529062.4
8005,EUR,INR,2529378.25
8006,USD,EUR,2529694.1
8007,EUR,AUD,2530009.95
8008,EUR,AUD,2530325.8
8009,EUR,INR,2530641.65
8010,USD,EUR,2530957.5
8011,EUR,AUD,2531273.35
8012,EUR,AUD,2531589.2
8013,EUR,INR,2531905.05
8014,USD,EUR,2532220.9
8015,EUR,AUD,2532536.75
8016,EUR,AUD,2532852.6
8017,EUR,INR,2533168.45
8018,USD,EUR,2533484.3
8019,EUR,AUD,2533800.15
8020,EUR,AUD,2534116
8021,EUR,INR,2534431.85
8022,USD,EUR,2534747.7
8023,EUR,AUD,2535063.55
8024,EUR,AUD,2535379.4
8025,EUR,INR,2535695.25
8026,USD,EUR,2536011.1
8027,EUR,AUD,2536326.95
8028,EUR,AUD,2536642.8
8029,EUR,INR,2536958.65
8030,USD,EUR,2537274.5
8031,EUR,AUD,2537590.35
8032,EUR,AUD,2537906.2
8033,EUR,INR,2538222.05
8034,USD,EUR,2538537.9
8035,EUR,AUD,2538853.75
8036,EUR,AUD,2539169.6
8037,EUR,INR,2539485.45
8038,USD,EUR,2539801.3
8039,EUR,AUD,2540117.15
8040,EUR,AUD,2540433
8041,EUR,INR,2540748.85
8042,USD,EUR,2541064.7
8043,EUR,AUD,2541380.55
8044,EUR,AUD,2541696.4
8045,EUR,INR,2542012.25
8046,USD,EUR,2542328.1
8047,EUR,AUD,2542643.95
8048,EUR,AUD,2542959.8
8049,EUR,INR,2543275.65
8050,USD,EUR,2543591.5
8051,EUR,AUD,2543907.35
8052,EUR,AUD,2544223.2
8053,EUR,INR,2544539.05
8054,USD,EUR,2544854.9
8055,EUR,AUD,2545170.75
8056,EUR,AUD,2545486.6
8057,EUR,INR,2545802.45
8058,USD,EUR,2546118.3
8059,EUR,AUD,2546434.15
8060,EUR,AUD,2546750
8061,EUR,INR,2547065.85
8062,USD,EUR,2547381.7
8063,EUR,AUD,2547697.55
8064,EUR,AUD,2548013.4
8065,EUR,INR,2548329.25
8066,USD,EUR,2548645.1
8067,EUR,AUD,2548960.95
8068,EUR,AUD,2549276.8
8069,EUR,INR,2549592.65
8070,USD,EUR,2549908.5
8071,EUR,AUD,2550224.35
8072,EUR,AUD,2550540.2
8073,EUR,INR,2550856.05
8074,USD,EUR,2551171.9
8075,EUR,AUD,2551487.75
8076,EUR,AUD,2551803.6
8077,EUR,INR,2552119.45
8078,USD,EUR,2552435.3
8079,EUR,AUD,2552751.15
8080,EUR,AUD,2553067
8081,EUR,INR,2553382.85
8082,USD,EUR,2553698.7
8083,EUR,AUD,2554014.55
8084,EUR,AUD,2554330.4
8085,EUR,INR,2554646.25
8086,USD,EUR,2554962.1
8087,EUR,AUD,2555277.95
8088,EUR,AUD,2555593.8
8089,EUR,INR,2555909.65
8090,USD,EUR,2556225.5
8091,EUR,AUD,2556541.35
8092,EUR,AUD,2556857.2
8093,EUR,INR,2557173.05
8094,USD,EUR,2557488.9
8095,EUR,AUD,2557804.75
8096,EUR,AUD,2558120.6
8097,EUR,INR,2558436.45
8098,USD,EUR,2558752.3
8099,EUR,AUD,2559068.15
8100,EUR,AUD,2559384
8101,EUR,INR,2559699.85
8102,USD,EUR,2560015.7
8103,EUR,AUD,2560331.55
8104,EUR,AUD,2560647.4
8105,EUR,INR,2560963.25
8106,USD,EUR,2561279.1
8107,EUR,AUD,2561594.95
8108,EUR,AUD,2561910.8
8109,EUR,INR,2562226.65
8110,USD,EUR,2562542.5
8111,EUR,AUD,2562858.35
8112,EUR,AUD,2563174.2
8113,EUR,INR,2563490.05
8114,USD,EUR,2563805.9
8115,EUR,AUD,2564121.75
8116,EUR,AUD,2564437.6
8117,EUR,INR,2564753.45
8118,USD,EUR,2565069.3
8119,EUR,AUD,2565385.15
8120,EUR,AUD,2565701
8121,EUR,INR,2566016.85
8122,USD,EUR,2566332.7
8123,EUR,AUD,2566648.55
8124,EUR,AUD,2566964.4
8125,EUR,INR,2567280.25
8126,USD,EUR,2567596.1
8127,EUR,AUD,2567911.95
8128,EUR,AUD,2568227.8
8129,EUR,INR,2568543.65
8130,USD,EUR,2568859.5
8131,EUR,AUD,2569175.35
8132,EUR,AUD,2569491.2
8133,EUR,INR,2569807.05
8134,USD,EUR,2570122.9
8135,EUR,AUD,2570438.75
8136,EUR,AUD,2570754.6
8137,EUR,INR,2571070.45
8138,USD,EUR,2571386.3
8139,EUR,AUD,2571702.15
8140,EUR,AUD,2572018
8141,EUR,INR,2572333.85
8142,USD,EUR,2572649.7
8143,EUR,AUD,2572965.55
8144,EUR,AUD,2573281.4
8145,EUR,INR,2573597.25
8146,USD,EUR,2573913.1
8147,EUR,AUD,2574228.95
8148,EUR,AUD,2574544.8
8149,EUR,INR,2574860.65
8150,USD,EUR,2575176.5
8151,EUR,AUD,2575492.35
8152,EUR,AUD,2575808.2
8153,EUR,INR,2576124.05
8154,USD,EUR,2576439.9
8155,EUR,AUD,2576755.75
8156,EUR,AUD,2577071.6
8157,EUR,INR,2577387.45
8158,USD,EUR,2577703.3
8159,EUR,AUD,2578019.15
8160,EUR,AUD,2578335
8161,EUR,INR,2578650.85
8162,USD,EUR,2578966.7
8163,EUR,AUD,2579282.55
8164,EUR,AUD,2579598.4
8165,EUR,INR,2579914.25
8166,USD,EUR,2580230.1
8167,EUR,AUD,2580545.95
8168,EUR,AUD,2580861.8
8169,EUR,INR,2581177.65
8170,USD,EUR,2581493.5
8171,EUR,AUD,2581809.35
8172,EUR,AUD,2582125.2
8173,EUR,INR,2582441.05
8174,USD,EUR,2582756.9
8175,EUR,AUD,2583072.75
8176,EUR,AUD,2583388.6
8177,EUR,INR,2583704.45
8178,USD,EUR,2584020.3
8179,EUR,AUD,2584336.15
8180,EUR,AUD,2584652
8181,EUR,INR,2584967.85
8182,USD,EUR,2585283.7
8183,EUR,AUD,2585599.55
8184,EUR,AUD,2585915.4
8185,EUR,INR,2586231.25
8186,USD,EUR,2586547.1
8187,EUR,AUD,2586862.95
8188,EUR,AUD,2587178.8
8189,EUR,INR,2587494.65
8190,USD,EUR,2587810.5
8191,EUR,AUD,2588126.35
